"state","placefp","county","stab","cntyname","placenm","pop10","afact"
"State code","Place code","County code","State abbreviation","County name","Place name","Population (2010)","placefp to county allocation factor"
"40","42050","40043","OK","Dewey OK","Leedey town, OK",435,1 
"40","42150","40079","OK","Le Flore OK","Le Flore town, OK",190,1 
"40","42200","40029","OK","Coal OK","Lehigh city, OK",356,1 
"40","42300","40105","OK","Nowata OK","Lenapah town, OK",293,1 
"40","42450","40085","OK","Love OK","Leon town, OK",91,1 
"40","42700","40027","OK","Cleveland OK","Lexington city, OK",2152,1 
"40","42855","40135","OK","Sequoyah OK","Liberty CDP, OK",220,1 
"40","42860","40111","OK","Okmulgee OK","Liberty town, OK",108,0.4909 
"40","42860","40143","OK","Tulsa OK","Liberty town, OK",112,0.5091 
"40","43000","40133","OK","Seminole OK","Lima town, OK",53,1 
"40","43057","40131","OK","Rogers OK","Limestone CDP, OK",629,1 
"40","43150","40049","OK","Garvin OK","Lindsay city, OK",2840,1 
"40","43450","40137","OK","Stephens OK","Loco town, OK",122,1 
"40","43500","40097","OK","Mayes OK","Locust Grove town, OK",1423,1 
"40","43750","40019","OK","Carter OK","Lone Grove city, OK",5054,1 
"40","43850","40075","OK","Kiowa OK","Lone Wolf town, OK",438,1 
"40","43900","40135","OK","Sequoyah OK","Long CDP, OK",370,1 
"40","43950","40011","OK","Blaine OK","Longdale town, OK",262,1 
"40","43975","40121","OK","Pittsburg OK","Longtown CDP, OK",2739,1 
"40","44000","40015","OK","Caddo OK","Lookeba town, OK",166,1 
"40","44075","40021","OK","Cherokee OK","Lost City CDP, OK",770,1 
"40","44100","40143","OK","Tulsa OK","Lotsee town, OK",2,1 
"40","44150","40141","OK","Tillman OK","Loveland town, OK",13,1 
"40","44300","40073","OK","Kingfisher OK","Loyal town, OK",79,1 
"40","44350","40103","OK","Noble OK","Lucien CDP, OK",88,1 
"40","44500","40109","OK","Oklahoma OK","Luther town, OK",1221,1 
"40","44775","40001","OK","Adair OK","Lyons Switch CDP, OK",288,1 
"40","44800","40121","OK","Pittsburg OK","McAlester city, OK",18383,1 
"40","44925","40113","OK","Osage OK","McCord CDP, OK",1440,1 
"40","44950","40061","OK","Haskell OK","McCurtain town, OK",516,1 
"40","45350","40125","OK","Pottawatomie OK","McLoud town, OK",4044,1 
"40","45500","40125","OK","Pottawatomie OK","Macomb town, OK",32,1 
"40","45750","40095","OK","Marshall OK","Madill city, OK",3770,1 
"40","46000","40053","OK","Grant OK","Manchester town, OK",103,1 
"40","46050","40055","OK","Greer OK","Mangum city, OK",3010,1 
"40","46150","40141","OK","Tillman OK","Manitou town, OK",181,1 
"40","46200","40037","OK","Creek OK","Mannford town, OK",3045,0.9899 
"40","46200","40117","OK","Pawnee OK","Mannford town, OK",20,0.0065 
"40","46200","40143","OK","Tulsa OK","Mannford town, OK",11,0.0036 
"40","46300","40069","OK","Johnston OK","Mannsville town, OK",863,1 
"40","46400","40117","OK","Pawnee OK","Maramec town, OK",91,1 
"40","46450","40135","OK","Sequoyah OK","Marble City town, OK",263,1 
"40","46488","40001","OK","Adair OK","Marietta CDP, OK",106,1 
"40","46500","40085","OK","Love OK","Marietta city, OK",2626,1 
"40","46550","40103","OK","Noble OK","Marland town, OK",225,1 
"40","46600","40137","OK","Stephens OK","Marlow city, OK",4662,1 
"40","46650","40083","OK","Logan OK","Marshall town, OK",272,1 
"40","46700","40065","OK","Jackson OK","Martha town, OK",162,1 
"40","46900","40125","OK","Pottawatomie OK","Maud city, OK",699,0.667 
"40","46900","40133","OK","Seminole OK","Maud city, OK",349,0.333 
"40","47000","40059","OK","Harper OK","May town, OK",39,1 
"40","47150","40049","OK","Garvin OK","Maysville town, OK",1220,0.9903 
"40","47150","40087","OK","McClain OK","Maysville town, OK",12,0.0097 
"40","47200","40097","OK","Mayes OK","Mazie CDP, OK",91,1 
"40","47250","40013","OK","Bryan OK","Mead town, OK",122,1 
"40","47300","40053","OK","Grant OK","Medford city, OK",996,1 
"40","47350","40031","OK","Comanche OK","Medicine Park town, OK",382,1 
"40","47450","40081","OK","Lincoln OK","Meeker town, OK",1144,1 
"40","47750","40093","OK","Major OK","Meno town, OK",235,1 
"40","47800","40083","OK","Logan OK","Meridian town, OK",38,1 
"40","47810","40137","OK","Stephens OK","Meridian CDP, OK",1493,1 
"40","48000","40115","OK","Ottawa OK","Miami city, OK",13570,1 
"40","48350","40109","OK","Oklahoma OK","Midwest City city, OK",54371,1 
"40","48400","40069","OK","Johnston OK","Milburn town, OK",317,1 
"40","48500","40069","OK","Johnston OK","Mill Creek town, OK",319,1 
"40","48600","40089","OK","McCurtain OK","Millerton town, OK",320,1 
"40","48750","40051","OK","Grady OK","Minco city, OK",1632,1 
"40","49000","40135","OK","Sequoyah OK","Moffett town, OK",128,1 
"40","49200","40027","OK","Cleveland OK","Moore city, OK",55081,1 
"40","49250","40153","OK","Woodward OK","Mooreland town, OK",1190,1 
"40","49400","40111","OK","Okmulgee OK","Morris city, OK",1479,1 
"40","49450","40103","OK","Noble OK","Morrison town, OK",733,1 
"40","49550","40037","OK","Creek OK","Mounds town, OK",1168,1 
"40","49600","40075","OK","Kiowa OK","Mountain Park town, OK",409,1 
"40","49650","40075","OK","Kiowa OK","Mountain View town, OK",795,1 
"40","49825","40001","OK","Adair OK","Mulberry CDP, OK",138,1 
"40","49850","40135","OK","Sequoyah OK","Muldrow town, OK",3466,1 
"40","49900","40083","OK","Logan OK","Mulhall town, OK",225,1 
"40","49950","40097","OK","Mayes OK","Murphy CDP, OK",219,1 
"40","50050","40101","OK","Muskogee OK","Muskogee city, OK",39223,1 
"40","50100","40017","OK","Canadian OK","Mustang city, OK",17395,1 
"40","50150","40153","OK","Woodward OK","Mutual town, OK",61,1 
"40","50200","40115","OK","Ottawa OK","Narcissa CDP, OK",99,1 
"40","50250","40071","OK","Kay OK","Nardin CDP, OK",52,1 
"40","50300","40053","OK","Grant OK","Nash town, OK",204,1 
"40","50975","40003","OK","Alfalfa OK","Nescatunga CDP, OK",70,1 
"40","51050","40105","OK","Nowata OK","New Alluwe town, OK",90,1 
"40","51150","40087","OK","McClain OK","Newcastle city, OK",7685,1 
"40","51250","40149","OK","Washita OK","New Cordell city, OK",2915,1 
"40","51275","40041","OK","Delaware OK","New Eucha CDP, OK",405,1 
"40","51300","40071","OK","Kay OK","Newkirk city, OK",2317,1 
"40","51750","40095","OK","Marshall OK","New Woodville town, OK",132,1 
"40","51800","40109","OK","Oklahoma OK","Nichols Hills city, OK",3710,1 
"40","51850","40109","OK","Oklahoma OK","Nicoma Park city, OK",2393,1 
"40","51900","40135","OK","Sequoyah OK","Nicut CDP, OK",360,1 
"40","52100","40051","OK","Grady OK","Ninnekah town, OK",1002,1 
"40","52150","40027","OK","Cleveland OK","Noble city, OK",6481,1 
"40","52450","40051","OK","Grady OK","Norge town, OK",145,1 
"40","52500","40027","OK","Cleveland OK","Norman city, OK",110925,1 
"40","52600","40047","OK","Garfield OK","North Enid town, OK",860,1 
"40","52700","40115","OK","Ottawa OK","North Miami town, OK",374,1 
"40","52862","40135","OK","Sequoyah OK","Notchietown CDP, OK",373,1 
"40","52900","40105","OK","Nowata OK","Nowata city, OK",3731,1 
"40","53210","40117","OK","Pawnee OK","Oak Grove town, OK",18,1 
"40","53350","40037","OK","Creek OK","Oakhurst CDP, OK",547,0.2503 
"40","53350","40143","OK","Tulsa OK","Oakhurst CDP, OK",1638,0.7497 
"40","53400","40095","OK","Marshall OK","Oakland town, OK",1057,1 
"40","53550","40041","OK","Delaware OK","Oaks town, OK",288,1 
"40","53600","40043","OK","Dewey OK","Oakwood town, OK",65,1 
"40","53700","40147","OK","Washington OK","Ochelata town, OK",424,1 
"40","54000","40037","OK","Creek OK","Oilton city, OK",1013,1 
"40","54050","40017","OK","Canadian OK","Okarche town, OK",325,0.2675 
"40","54050","40073","OK","Kingfisher OK","Okarche town, OK",890,0.7325 
"40","54100","40145","OK","Wagoner OK","Okay town, OK",620,1 
"40","54150","40011","OK","Blaine OK","Okeene town, OK",1204,1 
"40","54200","40107","OK","Okfuskee OK","Okemah city, OK",3223,1 
"40","55000","40017","OK","Canadian OK","Oklahoma City city, OK",44541,0.0768 
"40","55000","40027","OK","Cleveland OK","Oklahoma City city, OK",63723,0.1099 
"40","55000","40109","OK","Oklahoma OK","Oklahoma City city, OK",471671,0.8132 
"40","55000","40125","OK","Pottawatomie OK","Oklahoma City city, OK",64,0.0001 
"40","55150","40111","OK","Okmulgee OK","Okmulgee city, OK",12321,1 
"40","55200","40101","OK","Muskogee OK","Oktaha town, OK",390,1 
"40","55275","40041","OK","Delaware OK","Old Eucha CDP, OK",52,1 
"40","55285","40001","OK","Adair OK","Old Green CDP, OK",315,1 
"40","55450","40065","OK","Jackson OK","Olustee town, OK",607,1 
"40","55750","40131","OK","Rogers OK","Oologah town, OK",1146,1 
"40","55850","40139","OK","Texas OK","Optima town, OK",356,1 
"40","56050","40083","OK","Logan OK","Orlando town, OK",148,1 
"40","56150","40113","OK","Osage OK","Osage town, OK",156,1 
"40","56650","40131","OK","Rogers OK","Owasso city, OK",2614,0.0904 
"40","56650","40143","OK","Tulsa OK","Owasso city, OK",26301,0.9096 
"40","56800","40107","OK","Okfuskee OK","Paden town, OK",461,1 
"40","56900","40079","OK","Le Flore OK","Panama town, OK",1413,1 
"40","57100","40049","OK","Garvin OK","Paoli town, OK",610,1 
"40","57150","40135","OK","Sequoyah OK","Paradise Hill town, OK",85,1 
"40","57300","40021","OK","Cherokee OK","Park Hill CDP, OK",3909,1 
"40","57550","40049","OK","Garvin OK","Pauls Valley city, OK",6187,1 
"40","57600","40113","OK","Osage OK","Pawhuska city, OK",3584,1 
"40","57650","40117","OK","Pawnee OK","Pawnee city, OK",2196,1 
"40","57875","40001","OK","Adair OK","Peavine CDP, OK",423,1 
"40","57950","40021","OK","Cherokee OK","Peggs CDP, OK",813,1 
"40","58050","40097","OK","Mayes OK","Pensacola town, OK",125,1 
"40","58100","40115","OK","Ottawa OK","Peoria town, OK",132,1 
"40","58150","40119","OK","Payne OK","Perkins city, OK",2831,1 
"40","58250","40103","OK","Noble OK","Perry city, OK",5126,1 
"40","58400","40021","OK","Cherokee OK","Pettit CDP, OK",954,1 
"40","58500","40029","OK","Coal OK","Phillips town, OK",135,1 
"40","58550","40115","OK","Ottawa OK","Picher city, OK",20,1 
"40","58700","40017","OK","Canadian OK","Piedmont city, OK",5712,0.9986 
"40","58700","40073","OK","Kingfisher OK","Piedmont city, OK",8,0.0014 
"40","59100","40001","OK","Adair OK","Piney CDP, OK",115,1 
"40","59125","40135","OK","Sequoyah OK","Pinhook Corner CDP, OK",171,1 
"40","59150","40125","OK","Pottawatomie OK","Pink town, OK",2058,1 
"40","59175","40097","OK","Mayes OK","Pin Oak Acres CDP, OK",421,1 
"40","59350","40121","OK","Pittsburg OK","Pittsburg town, OK",207,1 
"40","59700","40051","OK","Grady OK","Pocasset town, OK",156,1 
"40","59750","40079","OK","Le Flore OK","Pocola town, OK",4056,1 
"40","59850","40071","OK","Kay OK","Ponca City city, OK",25387,1 
"40","59950","40053","OK","Grant OK","Pond Creek city, OK",856,1 
"40","60150","40145","OK","Wagoner OK","Porter town, OK",566,1 
"40","60250","40101","OK","Muskogee OK","Porum town, OK",727,1 
"40","60350","40079","OK","Le Flore OK","Poteau city, OK",8520,1 
"40","60500","40081","OK","Lincoln OK","Prague city, OK",2386,1 
"40","60750","40001","OK","Adair OK","Proctor CDP, OK",231,1 
"40","60850","40113","OK","Osage OK","Prue town, OK",465,1 
"40","61000","40097","OK","Mayes OK","Pryor Creek city, OK",9539,1 
"40","61020","40097","OK","Mayes OK","Pump Back CDP, OK",175,1 
"40","61150","40087","OK","McClain OK","Purcell city, OK",5884,1 
"40","61250","40043","OK","Dewey OK","Putnam town, OK",29,1 
"40","61400","40115","OK","Ottawa OK","Quapaw town, OK",906,1 
"40","61550","40121","OK","Pittsburg OK","Quinton town, OK",1051,1 
"40","61650","40117","OK","Pawnee OK","Ralston town, OK",330,1 
"40","61700","40147","OK","Washington OK","Ramona town, OK",535,1 
"40","61850","40033","OK","Cotton OK","Randlett town, OK",438,1 
"40","61900","40019","OK","Carter OK","Ratliff City town, OK",120,1 
"40","61950","40127","OK","Pushmataha OK","Rattan town, OK",310,1 
"40","62000","40069","OK","Johnston OK","Ravia town, OK",528,1 
"40","62200","40145","OK","Wagoner OK","Redbird town, OK",137,1 
"40","62275","40135","OK","Sequoyah OK","Redbird Smith CDP, OK",465,1 
"40","62550","40077","OK","Latimer OK","Red Oak town, OK",549,1 
"40","62650","40103","OK","Noble OK","Red Rock town, OK",283,1 
"40","62875","40135","OK","Sequoyah OK","Remy CDP, OK",562,1 
"40","62900","40053","OK","Grant OK","Renfrow town, OK",12,1 
"40","62950","40091","OK","McIntosh OK","Rentiesville town, OK",128,1 
"40","63100","40129","OK","Roger Mills OK","Reydon town, OK",210,1 
"40","63350","40067","OK","Jefferson OK","Ringling town, OK",1037,1 
"40","63450","40093","OK","Major OK","Ringwood town, OK",497,1 
"40","63500","40119","OK","Payne OK","Ripley town, OK",403,1 
"40","63537","40101","OK","Muskogee OK","River Bottom CDP, OK",154,1 
"40","63600","40079","OK","Le Flore OK","Rock Island town, OK",646,1 
"40","63700","40149","OK","Washita OK","Rocky town, OK",162,1 
"40","63715","40041","OK","Delaware OK","Rocky Ford CDP, OK",61,1 
"40","63720","40001","OK","Adair OK","Rocky Mountain CDP, OK",420,1 
"40","63750","40123","OK","Pontotoc OK","Roff town, OK",725,1 
"40","63800","40135","OK","Sequoyah OK","Roland town, OK",3169,1 
"40","63900","40075","OK","Kiowa OK","Roosevelt town, OK",248,1 
"40","63950","40097","OK","Mayes OK","Rose CDP, OK",285,1 
"40","64000","40087","OK","McClain OK","Rosedale town, OK",68,1 
"40","64050","40059","OK","Harper OK","Rosston town, OK",31,1 
"40","64300","40051","OK","Grady OK","Rush Springs town, OK",1231,1 
"40","64600","40067","OK","Jefferson OK","Ryan town, OK",816,1 
"40","64850","40125","OK","Pottawatomie OK","St. Louis town, OK",158,1 
"40","64875","40001","OK","Adair OK","Salem CDP, OK",112,1 
"40","64950","40097","OK","Mayes OK","Salina town, OK",1396,1 
"40","65000","40135","OK","Sequoyah OK","Sallisaw city, OK",8880,1 
"40","65062","40097","OK","Mayes OK","Sams Corner CDP, OK",137,1 
"40","65240","40101","OK","Muskogee OK","Sand Hill CDP, OK",395,1 
"40","65300","40113","OK","Osage OK","Sand Springs city, OK",391,0.0207 
"40","65300","40143","OK","Tulsa OK","Sand Springs city, OK",18515,0.9793 
"40","65400","40037","OK","Creek OK","Sapulpa city, OK",20501,0.9979 
"40","65400","40143","OK","Tulsa OK","Sapulpa city, OK",43,0.0021 
"40","65500","40133","OK","Seminole OK","Sasakwa town, OK",150,1 
"40","65600","40121","OK","Pittsburg OK","Savanna town, OK",686,1 
"40","65650","40023","OK","Choctaw OK","Sawyer town, OK",321,1 
"40","65700","40009","OK","Beckham OK","Sayre city, OK",4375,1 
"40","65900","40111","OK","Okmulgee OK","Schulter town, OK",509,1 
"40","66050","40021","OK","Cherokee OK","Scraper CDP, OK",191,1 
"40","66250","40043","OK","Dewey OK","Seiling city, OK",860,1 
"40","66350","40133","OK","Seminole OK","Seminole city, OK",7488,1 
"40","66400","40149","OK","Washita OK","Sentinel town, OK",901,1 
"40","66450","40131","OK","Rogers OK","Sequoyah CDP, OK",698,1 
"40","66510","40021","OK","Cherokee OK","Shady Grove CDP, OK",556,1 
"40","66520","40091","OK","McIntosh OK","Shady Grove CDP, OK",194,1 
"40","66540","40117","OK","Pawnee OK","Shady Grove town, OK",2,1 
"40","66550","40079","OK","Le Flore OK","Shady Point town, OK",1026,1 
"40","66600","40037","OK","Creek OK","Shamrock town, OK",101,1 
"40","66650","40153","OK","Woodward OK","Sharon town, OK",135,1 
"40","66750","40045","OK","Ellis OK","Shattuck town, OK",1356,1 
"40","66800","40125","OK","Pottawatomie OK","Shawnee city, OK",29857,1 
"40","67200","40113","OK","Osage OK","Shidler city, OK",441,1 
"40","67400","40135","OK","Sequoyah OK","Short CDP, OK",293,1 
"40","67550","40013","OK","Bryan OK","Silo town, OK",331,1 
"40","67625","40101","OK","Muskogee OK","Simms CDP, OK",325,1 
"40","67800","40117","OK","Pawnee OK","Skedee town, OK",51,1 
"40","67850","40113","OK","Osage OK","Skiatook town, OK",5267,0.712 
"40","67850","40143","OK","Tulsa OK","Skiatook town, OK",2130,0.288 
"40","67950","40027","OK","Cleveland OK","Slaughterville town, OK",4137,1 
"40","68000","40037","OK","Creek OK","Slick town, OK",131,1 
"40","68200","40109","OK","Oklahoma OK","Smith Village town, OK",66,1 
"40","68250","40089","OK","McCurtain OK","Smithville town, OK",113,1 
"40","68275","40097","OK","Mayes OK","Snake Creek CDP, OK",257,1 
"40","68400","40075","OK","Kiowa OK","Snyder city, OK",1394,1 
"40","68500","40023","OK","Choctaw OK","Soper town, OK",261,1 
"40","68537","40101","OK","Muskogee OK","Sour John CDP, OK",60,1 
"40","68600","40105","OK","Nowata OK","South Coffeyville town, OK",785,1 
"40","68950","40081","OK","Lincoln OK","Sparks town, OK",169,1 
"40","69000","40063","OK","Hughes OK","Spaulding town, OK",178,1 
"40","69050","40097","OK","Mayes OK","Spavinaw town, OK",437,1 
"40","69200","40109","OK","Oklahoma OK","Spencer city, OK",3912,1 
"40","69300","40113","OK","Osage OK","Sperry town, OK",29,0.024 
"40","69300","40143","OK","Tulsa OK","Sperry town, OK",1177,0.976 
"40","69350","40079","OK","Le Flore OK","Spiro town, OK",2164,1 
"40","69400","40097","OK","Mayes OK","Sportsmen Acres town, OK",322,1 
"40","69500","40019","OK","Carter OK","Springer town, OK",700,1 
"40","70037","40021","OK","Cherokee OK","Steely Hollow CDP, OK",206,1 
"40","70150","40031","OK","Comanche OK","Sterling town, OK",793,1 
"40","70200","40091","OK","McIntosh OK","Stidham town, OK",18,1 
"40","70250","40061","OK","Haskell OK","Stigler city, OK",2685,1 
"40","70300","40119","OK","Payne OK","Stillwater city, OK",45688,1 
"40","70350","40001","OK","Adair OK","Stilwell city, OK",3949,1 
"40","70500","40123","OK","Pontotoc OK","Stonewall town, OK",470,1 
"40","70512","40135","OK","Sequoyah OK","Stoney Point CDP, OK",238,1 
"40","70750","40097","OK","Mayes OK","Strang town, OK",89,1 
"40","70800","40049","OK","Garvin OK","Stratford town, OK",1525,1 
"40","70850","40005","OK","Atoka OK","Stringtown town, OK",410,1 
"40","70950","40129","OK","Roger Mills OK","Strong City town, OK",47,1 
"40","71000","40037","OK","Creek OK","Stroud city, OK",3,0.0011 
"40","71000","40081","OK","Lincoln OK","Stroud city, OK",2687,0.9989 
"40","71050","40063","OK","Hughes OK","Stuart town, OK",180,1 
"40","71250","40067","OK","Jefferson OK","Sugden town, OK",43,1 
"40","71350","40099","OK","Murray OK","Sulphur city, OK",4929,1 
"40","71450","40101","OK","Muskogee OK","Summit town, OK",139,1 
"40","71900","40009","OK","Beckham OK","Sweetwater town, OK",61,0.7011 
"40","71900","40129","OK","Roger Mills OK","Sweetwater town, OK",26,0.2989 
"40","71950","40023","OK","Choctaw OK","Swink CDP, OK",66,1 
"40","71965","40041","OK","Delaware OK","Sycamore CDP, OK",177,1 
"40","72050","40101","OK","Muskogee OK","Taft town, OK",250,1 
"40","72075","40041","OK","Delaware OK","Tagg Flats CDP, OK",13,1 
"40","72100","40021","OK","Cherokee OK","Tahlequah city, OK",15753,1 
"40","72200","40131","OK","Rogers OK","Talala town, OK",273,1 
"40","72250","40079","OK","Le Flore OK","Talihina town, OK",1114,1 
"40","72350","40043","OK","Dewey OK","Taloga town, OK",299,1 
"40","72400","40061","OK","Haskell OK","Tamaha town, OK",176,1 
"40","72500","40019","OK","Carter OK","Tatums town, OK",151,1 
"40","72650","40125","OK","Pottawatomie OK","Tecumseh city, OK",6457,1 
"40","72750","40033","OK","Cotton OK","Temple town, OK",1002,1 
"40","72775","40021","OK","Cherokee OK","Tenkiller CDP, OK",633,1 
"40","72800","40021","OK","Cherokee OK","Teresita CDP, OK",159,1 
"40","72850","40117","OK","Pawnee OK","Terlton town, OK",106,1 
"40","72900","40067","OK","Jefferson OK","Terral town, OK",382,1 
"40","72950","40091","OK","McIntosh OK","Texanna CDP, OK",2261,1 
"40","73100","40139","OK","Texas OK","Texhoma town, OK",926,1 
"40","73150","40009","OK","Beckham OK","Texola town, OK",36,1 
"40","73200","40085","OK","Love OK","Thackerville town, OK",445,1 
"40","73250","40109","OK","Oklahoma OK","The Village city, OK",8929,1 
"40","73450","40039","OK","Custer OK","Thomas city, OK",1181,1 
"40","73600","40131","OK","Rogers OK","Tiawah CDP, OK",189,1 
"40","73850","40141","OK","Tillman OK","Tipton town, OK",847,1 
"40","73900","40069","OK","Johnston OK","Tishomingo city, OK",3034,1 
"40","73950","40001","OK","Adair OK","Titanic CDP, OK",356,1 
"40","74150","40071","OK","Kay OK","Tonkawa city, OK",3216,1 
"40","74400","40125","OK","Pottawatomie OK","Tribbey town, OK",391,1 
"40","74550","40081","OK","Lincoln OK","Tryon town, OK",491,1 
"40","74650","40145","OK","Wagoner OK","Tullahassee town, OK",106,1 
"40","75000","40113","OK","Osage OK","Tulsa city, OK",6136,0.0157 
"40","75000","40143","OK","Tulsa OK","Tulsa city, OK",385613,0.9839 
"40","75000","40145","OK","Wagoner OK","Tulsa city, OK",157,0.0004 
"40","75050","40029","OK","Coal OK","Tupelo city, OK",329,1 
"40","75150","40143","OK","Tulsa OK","Turley CDP, OK",2756,1 
"40","75200","40007","OK","Beaver OK","Turpin CDP, OK",467,1 
"40","75250","40005","OK","Atoka OK","Tushka town, OK",312,1 
"40","75300","40127","OK","Pushmataha OK","Tuskahoma CDP, OK",151,1 
"40","75450","40051","OK","Grady OK","Tuttle city, OK",6019,1 
"40","75600","40041","OK","Delaware OK","Twin Oaks CDP, OK",198,1 
"40","75750","40139","OK","Texas OK","Tyrone town, OK",762,1 
"40","75950","40017","OK","Canadian OK","Union City town, OK",1645,1 
"40","76500","40109","OK","Oklahoma OK","Valley Brook town, OK",765,1 
"40","76600","40131","OK","Rogers OK","Valley Park town, OK",77,1 
"40","76650","40089","OK","McCurtain OK","Valliant town, OK",754,1 
"40","76900","40137","OK","Stephens OK","Velma town, OK",620,1 
"40","76950","40147","OK","Washington OK","Vera town, OK",241,1 
"40","77000","40051","OK","Grady OK","Verden town, OK",530,1 
"40","77050","40131","OK","Rogers OK","Verdigris town, OK",3993,1 
"40","77250","40135","OK","Sequoyah OK","Vian town, OK",1466,1 
"40","77300","40043","OK","Dewey OK","Vici town, OK",699,1 
"40","77550","40035","OK","Craig OK","Vinita city, OK",5743,1 
"40","77850","40145","OK","Wagoner OK","Wagoner city, OK",8323,1 
"40","77900","40101","OK","Muskogee OK","Wainwright town, OK",165,1 
"40","77950","40053","OK","Grant OK","Wakita town, OK",344,1 
"40","78150","40033","OK","Cotton OK","Walters city, OK",2551,1 
"40","78200","40125","OK","Pottawatomie OK","Wanette town, OK",350,1 
"40","78250","40105","OK","Nowata OK","Wann town, OK",125,1 
"40","78300","40069","OK","Johnston OK","Wapanucka town, OK",438,1 
"40","78400","40101","OK","Muskogee OK","Warner town, OK",1641,1 
"40","78500","40109","OK","Oklahoma OK","Warr Acres city, OK",10043,1 
"40","78650","40081","OK","Lincoln OK","Warwick town, OK",148,1 
"40","78700","40087","OK","McClain OK","Washington town, OK",618,1 
"40","78950","40011","OK","Blaine OK","Watonga city, OK",5111,1 
"40","79100","40001","OK","Adair OK","Watts town, OK",324,1 
"40","79150","40001","OK","Adair OK","Wauhillau CDP, OK",345,1 
"40","79200","40047","OK","Garfield OK","Waukomis town, OK",1286,1 
"40","79250","40067","OK","Jefferson OK","Waurika city, OK",2064,1 
"40","79300","40087","OK","McClain OK","Wayne town, OK",688,1 
"40","79350","40151","OK","Woods OK","Waynoka city, OK",927,1 
"40","79450","40039","OK","Custer OK","Weatherford city, OK",10833,1 
"40","79600","40113","OK","Osage OK","Webb City town, OK",62,1 
"40","79650","40101","OK","Muskogee OK","Webbers Falls town, OK",616,1 
"40","79750","40035","OK","Craig OK","Welch town, OK",619,1 
"40","79800","40107","OK","Okfuskee OK","Weleetka town, OK",998,1 
"40","79850","40021","OK","Cherokee OK","Welling CDP, OK",771,1 
"40","79900","40081","OK","Lincoln OK","Wellston town, OK",788,1 
"40","80230","40001","OK","Adair OK","West Peavine CDP, OK",218,1 
"40","80250","40117","OK","Pawnee OK","Westport town, OK",298,1 
"40","80350","40041","OK","Delaware OK","West Siloam Springs town, OK",846,1 
"40","80450","40001","OK","Adair OK","Westville town, OK",1639,1 
"40","80500","40063","OK","Hughes OK","Wetumka city, OK",1282,1 
"40","80550","40133","OK","Seminole OK","Wewoka city, OK",3430,1 
"40","80800","40061","OK","Haskell OK","Whitefield town, OK",391,1 
"40","80850","40035","OK","Craig OK","White Oak CDP, OK",263,1 
"40","80900","40079","OK","Le Flore OK","Whitesboro CDP, OK",250,1 
"40","80912","40041","OK","Delaware OK","White Water CDP, OK",80,1 
"40","80975","40097","OK","Mayes OK","Wickliffe CDP, OK",75,1 
"40","81000","40077","OK","Latimer OK","Wilburton city, OK",2843,1 
"40","81300","40055","OK","Greer OK","Willow town, OK",149,1 
"40","81500","40019","OK","Carter OK","Wilson city, OK",1724,1 
"40","81575","40111","OK","Okmulgee OK","Winchester town, OK",516,1 
"40","81750","40079","OK","Le Flore OK","Wister town, OK",1102,1 
"40","81912","40021","OK","Cherokee OK","Woodall CDP, OK",823,1 
"40","82000","40109","OK","Oklahoma OK","Woodlawn Park town, OK",153,1 
"40","82150","40153","OK","Woodward OK","Woodward city, OK",12051,1 
"40","82200","40089","OK","McCurtain OK","Wright City town, OK",762,1 
"40","82250","40115","OK","Ottawa OK","Wyandotte town, OK",333,1 
"40","82400","40049","OK","Garvin OK","Wynnewood city, OK",2212,1 
"40","82450","40113","OK","Osage OK","Wynona town, OK",437,1 
"40","82500","40119","OK","Payne OK","Yale city, OK",1227,1 
"40","82650","40063","OK","Hughes OK","Yeager town, OK",75,1 
"40","82950","40017","OK","Canadian OK","Yukon city, OK",22709,1 
"40","83030","40021","OK","Cherokee OK","Zeb CDP, OK",497,1 
"40","83050","40041","OK","Delaware OK","Zena CDP, OK",122,1 
"40","83125","40001","OK","Adair OK","Zion CDP, OK",41,1 
"40","99999","40001","OK","Adair OK"," ",10738,0.0128 
"40","99999","40003","OK","Alfalfa OK"," ",1417,0.0017 
"40","99999","40005","OK","Atoka OK"," ",9734,0.0116 
"40","99999","40007","OK","Beaver OK"," ",3003,0.0036 
"40","99999","40009","OK","Beckham OK"," ",4646,0.0056 
"40","99999","40011","OK","Blaine OK"," ",3173,0.0038 
"40","99999","40013","OK","Bryan OK"," ",18888,0.0226 
"40","99999","40015","OK","Caddo OK"," ",11979,0.0143 
"40","99999","40017","OK","Canadian OK"," ",5755,0.0069 
"40","99999","40019","OK","Carter OK"," ",11372,0.0136 
"40","99999","40021","OK","Cherokee OK"," ",18434,0.0221 
"40","99999","40023","OK","Choctaw OK"," ",7730,0.0092 
"40","99999","40025","OK","Cimarron OK"," ",775,0.0009 
"40","99999","40027","OK","Cleveland OK"," ",13164,0.0158 
"40","99999","40029","OK","Coal OK"," ",3008,0.0036 
"40","99999","40031","OK","Comanche OK"," ",17718,0.0212 
"40","99999","40033","OK","Cotton OK"," ",2051,0.0025 
"40","99999","40035","OK","Craig OK"," ",7401,0.0089 
"40","99999","40037","OK","Creek OK"," ",32934,0.0394 
"40","99999","40039","OK","Custer OK"," ",4923,0.0059 
"40","99999","40041","OK","Delaware OK"," ",22208,0.0266 
"40","99999","40043","OK","Dewey OK"," ",2245,0.0027 
