CBSA Code,Metropolitan/Micropolitan Statistical Area,Principal City Name,FIPS State Code,FIPS Place Code,CBSA Title,CBSA First Listed City,If
47900,Metropolitan Statistical Area,Bethesda,24,07125,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,0
47900,Metropolitan Statistical Area,Frederick,24,30325,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,0
47900,Metropolitan Statistical Area,Gaithersburg,24,31175,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,0
47900,Metropolitan Statistical Area,Rockville,24,67675,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,0
47900,Metropolitan Statistical Area,Alexandria,51,01000,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,0
47900,Metropolitan Statistical Area,Arlington,51,03000,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,0
47900,Metropolitan Statistical Area,Reston,51,66672,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Washington,0
47920,Micropolitan Statistical Area,Washington Court House,39,81718,"Washington Court House, OH",Washington Court House,1
47940,Metropolitan Statistical Area,Cedar Falls,19,11755,"Waterloo-Cedar Falls, IA",Waterloo,0
47940,Metropolitan Statistical Area,Waterloo,19,82425,"Waterloo-Cedar Falls, IA",Waterloo,1
47980,Micropolitan Statistical Area,Watertown,46,69300,"Watertown, SD",Watertown,1
48020,Micropolitan Statistical Area,Fort Atkinson,55,26675,"Watertown-Fort Atkinson, WI",Watertown,0
48020,Micropolitan Statistical Area,Watertown,55,83975,"Watertown-Fort Atkinson, WI",Watertown,1
48060,Metropolitan Statistical Area,Fort Drum,36,26759,"Watertown-Fort Drum, NY",Watertown,0
48060,Metropolitan Statistical Area,Watertown,36,78608,"Watertown-Fort Drum, NY",Watertown,1
48100,Micropolitan Statistical Area,Wauchula,12,75375,"Wauchula, FL",Wauchula,1
48140,Metropolitan Statistical Area,Wausau,55,84475,"Wausau-Weston, WI",Wausau,1
48140,Metropolitan Statistical Area,Weston,55,86025,"Wausau-Weston, WI",Wausau,0
48180,Micropolitan Statistical Area,Waycross,13,80956,"Waycross, GA",Waycross,1
48220,Micropolitan Statistical Area,Weatherford,40,79450,"Weatherford, OK",Weatherford,1
48260,Metropolitan Statistical Area,Steubenville,39,74608,"Weirton-Steubenville, WV-OH",Weirton,0
48260,Metropolitan Statistical Area,Weirton,54,85156,"Weirton-Steubenville, WV-OH",Weirton,1
48300,Metropolitan Statistical Area,Wenatchee,53,77105,"Wenatchee, WA",Wenatchee,1
48460,Micropolitan Statistical Area,West Plains,29,78928,"West Plains, MO",West Plains,1
48500,Micropolitan Statistical Area,West Point,28,79120,"West Point, MS",West Point,1
48540,Metropolitan Statistical Area,Wheeling,54,86452,"Wheeling, WV-OH",Wheeling,1
48580,Micropolitan Statistical Area,Whitewater,55,86925,"Whitewater, WI",Whitewater,1
48620,Metropolitan Statistical Area,Wichita,20,79000,"Wichita, KS",Wichita,1
48660,Metropolitan Statistical Area,Wichita Falls,48,79000,"Wichita Falls, TX",Wichita Falls,1
48700,Metropolitan Statistical Area,Williamsport,42,85312,"Williamsport, PA",Williamsport,1
48780,Micropolitan Statistical Area,Williston,38,86220,"Williston, ND",Williston,1
48820,Micropolitan Statistical Area,Willmar,27,70420,"Willmar, MN",Willmar,1
48900,Metropolitan Statistical Area,Wilmington,37,74440,"Wilmington, NC",Wilmington,1
48940,Micropolitan Statistical Area,Wilmington,39,85792,"Wilmington, OH",Wilmington,1
48980,Micropolitan Statistical Area,Wilson,37,74540,"Wilson, NC",Wilson,1
49020,Metropolitan Statistical Area,Winchester,51,86720,"Winchester, VA-WV",Winchester,1
49060,Micropolitan Statistical Area,Winfield,20,79950,"Winfield, KS",Winfield,1
49080,Micropolitan Statistical Area,Winnemucca,32,84800,"Winnemucca, NV",Winnemucca,1
49100,Micropolitan Statistical Area,Winona,27,71032,"Winona, MN",Winona,1
49180,Metropolitan Statistical Area,Winston-Salem,37,75000,"Winston-Salem, NC",Winston-Salem,1
49220,Micropolitan Statistical Area,Marshfield,55,49675,"Wisconsin Rapids-Marshfield, WI",Wisconsin Rapids,0
49220,Micropolitan Statistical Area,Wisconsin Rapids,55,88200,"Wisconsin Rapids-Marshfield, WI",Wisconsin Rapids,1
49260,Micropolitan Statistical Area,Woodward,40,82150,"Woodward, OK",Woodward,1
49300,Micropolitan Statistical Area,Wooster,39,86548,"Wooster, OH",Wooster,1
49340,Metropolitan Statistical Area,Worcester,25,82000,"Worcester, MA-CT",Worcester,1
49380,Micropolitan Statistical Area,Worthington,27,71734,"Worthington, MN",Worthington,1
49420,Metropolitan Statistical Area,Yakima,53,80010,"Yakima, WA",Yakima,1
49460,Micropolitan Statistical Area,Yankton,46,73060,"Yankton, SD",Yankton,1
49500,Metropolitan Statistical Area,Yauco,72,88035,"Yauco, PR",Yauco,1
49620,Metropolitan Statistical Area,Hanover,42,32448,"York-Hanover, PA",York,0
49620,Metropolitan Statistical Area,York,42,87048,"York-Hanover, PA",York,1
49660,Metropolitan Statistical Area,Boardman,39,07454,"Youngstown-Warren-Boardman, OH-PA",Youngstown,0
49660,Metropolitan Statistical Area,Warren,39,80892,"Youngstown-Warren-Boardman, OH-PA",Youngstown,0
49660,Metropolitan Statistical Area,Youngstown,39,88000,"Youngstown-Warren-Boardman, OH-PA",Youngstown,1
49700,Metropolitan Statistical Area,Yuba City,06,86972,"Yuba City, CA",Yuba City,1
49740,Metropolitan Statistical Area,Yuma,04,85540,"Yuma, AZ",Yuma,1
49780,Micropolitan Statistical Area,Zanesville,39,88084,"Zanesville, OH",Zanesville,1
49820,Micropolitan Statistical Area,Zapata,48,80716,"Zapata, TX",Zapata,1
