fips,state,county,place,place_name,county_name,place_pop_2010,county_pop_2010
39087,39,87,99990,Balance of Lawrence County,Lawrence County,43285,62510
39087,39,87,0,Aid township,Lawrence County,875,62510
39087,39,87,0,Decatur township,Lawrence County,726,62510
39087,39,87,0,Elizabeth township,Lawrence County,2969,62510
39087,39,87,0,Fayette township,Lawrence County,9194,62510
39087,39,87,73670,South Point village (pt.),Lawrence County,2566,62510
39087,39,87,99990,Balance of Fayette township,Lawrence County,6628,62510
39087,39,87,0,Hamilton township,Lawrence County,1772,62510
39087,39,87,33194,Hanging Rock village,Lawrence County,221,62510
39087,39,87,37464,Ironton city (pt.),Lawrence County,845,62510
39087,39,87,99990,Balance of Hamilton township,Lawrence County,706,62510
39087,39,87,0,Lawrence township,Lawrence County,2579,62510
39087,39,87,0,Mason township,Lawrence County,1116,62510
39087,39,87,0,Perry township,Lawrence County,6973,62510
39087,39,87,16378,Coal Grove village (pt.),Lawrence County,4,62510
39087,39,87,73670,South Point village (pt.),Lawrence County,1392,62510
39087,39,87,99990,Balance of Perry township,Lawrence County,5577,62510
39087,39,87,0,Rome township,Lawrence County,8892,62510
39087,39,87,2722,Athalia village,Lawrence County,373,62510
39087,39,87,99990,Balance of Rome township,Lawrence County,8519,62510
39087,39,87,0,Symmes township,Lawrence County,464,62510
39087,39,87,0,Union township,Lawrence County,9086,62510
39087,39,87,13904,Chesapeake village,Lawrence County,745,62510
39087,39,87,64766,Proctorville village,Lawrence County,574,62510
39087,39,87,99990,Balance of Union township,Lawrence County,7767,62510
39087,39,87,0,Upper township,Lawrence County,15418,62510
39087,39,87,16378,Coal Grove village (pt.),Lawrence County,2161,62510
39087,39,87,37464,Ironton city (pt.),Lawrence County,10284,62510
39087,39,87,99990,Balance of Upper township,Lawrence County,2973,62510
39087,39,87,0,Washington township,Lawrence County,239,62510
39087,39,87,0,Windsor township,Lawrence County,2147,62510
39089,39,89,0,Licking County,Licking County,166492,159072
39089,39,89,1154,Alexandria village,Licking County,517,159072
39089,39,89,9890,Buckeye Lake village (pt.),Licking County,2731,159072
39089,39,89,31402,Granville village,Licking County,5646,159072
39089,39,89,31458,Gratiot village (pt.),Licking County,133,159072
39089,39,89,33292,Hanover village,Licking County,921,159072
39089,39,89,34202,Hartford village,Licking County,397,159072
39089,39,89,34748,Heath city,Licking County,10310,159072
39089,39,89,34790,Hebron village,Licking County,2336,159072
39089,39,89,39340,Johnstown village,Licking County,4632,159072
39089,39,89,40572,Kirkersville village,Licking County,525,159072
39089,39,89,53970,New Albany city (pt.),Licking County,23,159072
39089,39,89,54040,Newark city,Licking County,47573,159072
39089,39,89,61112,Pataskala city,Licking County,14962,159072
39089,39,89,66390,Reynoldsburg city (pt.),Licking County,8826,159072
39089,39,89,69652,St. Louisville village,Licking County,373,159072
39089,39,89,79114,Utica village (pt.),Licking County,2116,159072
39089,39,89,99990,Balance of Licking County,Licking County,64471,159072
39089,39,89,0,Bennington township,Licking County,1687,159072
39089,39,89,0,Bowling Green township,Licking County,1747,159072
39089,39,89,0,Burlington township,Licking County,1223,159072
39089,39,89,0,Eden township,Licking County,1248,159072
39089,39,89,0,Etna township,Licking County,16373,159072
39089,39,89,40572,Kirkersville village (pt.),Licking County,0,159072
39089,39,89,66390,Reynoldsburg city (pt.),Licking County,8062,159072
39089,39,89,99990,Balance of Etna township,Licking County,8311,159072
39089,39,89,0,Fallsbury township,Licking County,981,159072
39089,39,89,0,Franklin township,Licking County,2118,159072
39089,39,89,0,Granville township,Licking County,9773,159072
39089,39,89,31402,Granville village,Licking County,5630,159072
39089,39,89,99990,Balance of Granville township,Licking County,4143,159072
39089,39,89,0,Hanover township,Licking County,2705,159072
39089,39,89,33292,Hanover village (pt.),Licking County,875,159072
39089,39,89,99990,Balance of Hanover township,Licking County,1830,159072
39089,39,89,0,Harrison township,Licking County,7561,159072
39089,39,89,40572,Kirkersville village (pt.),Licking County,525,159072
39089,39,89,99990,Balance of Harrison township,Licking County,7036,159072
39089,39,89,0,Hartford township,Licking County,1431,159072
39089,39,89,34202,Hartford village,Licking County,397,159072
39089,39,89,99990,Balance of Hartford township,Licking County,1034,159072
39089,39,89,0,Heath city,Licking County,10310,159072
39089,39,89,34748,Heath city,Licking County,10310,159072
39089,39,89,0,Hopewell township,Licking County,1381,159072
39089,39,89,31458,Gratiot village (pt.),Licking County,133,159072
39089,39,89,99990,Balance of Hopewell township,Licking County,1248,159072
39089,39,89,0,Jersey township,Licking County,2740,159072
39089,39,89,53970,New Albany city (pt.),Licking County,23,159072
39089,39,89,99990,Balance of Jersey township,Licking County,2717,159072
39089,39,89,0,Liberty township,Licking County,2360,159072
39089,39,89,0,Licking township,Licking County,4632,159072
39089,39,89,9890,Buckeye Lake village (pt.),Licking County,2,159072
39089,39,89,99990,Balance of Licking township,Licking County,4630,159072
39089,39,89,0,McKean township,Licking County,1523,159072
39089,39,89,0,Madison township,Licking County,3211,159072
39089,39,89,33292,Hanover village (pt.),Licking County,46,159072
39089,39,89,99990,Balance of Madison township,Licking County,3165,159072
39089,39,89,0,Mary Ann township,Licking County,2116,159072
39089,39,89,0,Monroe township,Licking County,6946,159072
39089,39,89,39340,Johnstown village,Licking County,4632,159072
39089,39,89,99990,Balance of Monroe township,Licking County,2314,159072
39089,39,89,0,Newark city,Licking County,47573,159072
39089,39,89,54040,Newark city,Licking County,47573,159072
39089,39,89,0,Newark township,Licking County,1967,159072
39089,39,89,0,Newton township,Licking County,3219,159072
39089,39,89,69652,St. Louisville village,Licking County,373,159072
39089,39,89,99990,Balance of Newton township,Licking County,2846,159072
39089,39,89,0,Pataskala city,Licking County,14962,159072
39089,39,89,61112,Pataskala city,Licking County,14962,159072
39089,39,89,0,Perry township,Licking County,1603,159072
39089,39,89,0,Reynoldsburg City township,Licking County,764,159072
39089,39,89,66390,Reynoldsburg city (pt.),Licking County,764,159072
39089,39,89,0,St. Albans township,Licking County,2446,159072
39089,39,89,1154,Alexandria village,Licking County,517,159072
39089,39,89,99990,Balance of St. Albans township,Licking County,1929,159072
39089,39,89,0,Union township,Licking County,8783,159072
39089,39,89,9890,Buckeye Lake village (pt.),Licking County,2729,159072
39089,39,89,34790,Hebron village,Licking County,2336,159072
39089,39,89,99990,Balance of Union township,Licking County,3702,159072
39089,39,89,0,Washington township,Licking County,3109,159072
39089,39,89,79114,Utica village (pt.),Licking County,2116,159072
39089,39,89,99990,Balance of Washington township,Licking County,993,159072
39091,39,91,0,Logan County,Logan County,45858,46362
39091,39,91,5116,Belle Center village,Logan County,813,46362
39091,39,91,5130,Bellefontaine city,Logan County,13370,46362
39091,39,91,21378,De Graff village,Logan County,1285,46362
39091,39,91,36988,Huntsville village,Logan County,431,46362
39091,39,91,41608,Lakeview village,Logan County,1072,46362
39091,39,91,65200,Quincy village,Logan County,706,46362
39091,39,91,67118,Ridgeway village (pt.),Logan County,112,46362
39091,39,91,69176,Rushsylvania village,Logan County,516,46362
39091,39,91,69302,Russells Point village,Logan County,1391,46362
39091,39,91,79226,Valley Hi village,Logan County,212,46362
39091,39,91,83734,West Liberty village,Logan County,1805,46362
39091,39,91,83818,West Mansfield village,Logan County,682,46362
39091,39,91,88070,Zanesfield village,Logan County,197,46362
39091,39,91,99990,Balance of Logan County,Logan County,23266,46362
39091,39,91,0,Bloomfield township,Logan County,430,46362
39091,39,91,0,Bokescreek township,Logan County,1338,46362
39091,39,91,67118,Ridgeway village (pt.),Logan County,112,46362
39091,39,91,83818,West Mansfield village (pt.),Logan County,654,46362
39091,39,91,99990,Balance of Bokescreek township,Logan County,572,46362
39091,39,91,0,Harrison township,Logan County,2087,46362
39091,39,91,5130,Bellefontaine city (pt.),Logan County,454,46362
39091,39,91,99990,Balance of Harrison township,Logan County,1633,46362
39091,39,91,0,Jefferson township,Logan County,2912,46362
39091,39,91,5130,Bellefontaine city (pt.),Logan County,625,46362
39091,39,91,79226,Valley Hi village (pt.),Logan County,39,46362
39091,39,91,88070,Zanesfield village,Logan County,197,46362
39091,39,91,99990,Balance of Jefferson township,Logan County,2051,46362
39091,39,91,0,Lake township,Logan County,12534,46362
39091,39,91,5130,Bellefontaine city (pt.),Logan County,11902,46362
39091,39,91,99990,Balance of Lake township,Logan County,632,46362
39091,39,91,0,Liberty township,Logan County,3434,46362
39091,39,91,5130,Bellefontaine city (pt.),Logan County,389,46362
39091,39,91,83734,West Liberty village (pt.),Logan County,1805,46362
39091,39,91,99990,Balance of Liberty township,Logan County,1240,46362
39091,39,91,0,McArthur township,Logan County,2016,46362
39091,39,91,36988,Huntsville village,Logan County,431,46362
39091,39,91,99990,Balance of McArthur township,Logan County,1585,46362
39091,39,91,0,Miami township,Logan County,2349,46362
39091,39,91,21378,De Graff village (pt.),Logan County,1057,46362
39091,39,91,65200,Quincy village,Logan County,706,46362
39091,39,91,99990,Balance of Miami township,Logan County,586,46362
39091,39,91,0,Monroe township,Logan County,1739,46362
39091,39,91,79226,Valley Hi village (pt.),Logan County,173,46362
39091,39,91,83734,West Liberty village (pt.),Logan County,0,46362
39091,39,91,99990,Balance of Monroe township,Logan County,1566,46362
39091,39,91,0,Perry township,Logan County,992,46362
39091,39,91,83818,West Mansfield village (pt.),Logan County,28,46362
39091,39,91,99990,Balance of Perry township,Logan County,964,46362
39091,39,91,0,Pleasant township,Logan County,1147,46362
39091,39,91,21378,De Graff village (pt.),Logan County,228,46362
39091,39,91,99990,Balance of Pleasant township,Logan County,919,46362
39091,39,91,0,Richland township,Logan County,2482,46362
39091,39,91,5116,Belle Center village,Logan County,813,46362
39091,39,91,99990,Balance of Richland township,Logan County,1669,46362
39091,39,91,0,Rushcreek township,Logan County,2221,46362
39091,39,91,69176,Rushsylvania village,Logan County,516,46362
39091,39,91,99990,Balance of Rushcreek township,Logan County,1705,46362
39091,39,91,0,Stokes township,Logan County,4613,46362
39091,39,91,41608,Lakeview village,Logan County,1072,46362
39091,39,91,69302,Russells Point village (pt.),Logan County,0,46362
39091,39,91,99990,Balance of Stokes township,Logan County,3541,46362
39091,39,91,0,Union township,Logan County,819,46362
39091,39,91,0,Washington township,Logan County,3605,46362
39091,39,91,69302,Russells Point village (pt.),Logan County,1391,46362
39091,39,91,99990,Balance of Washington township,Logan County,2214,46362
39091,39,91,0,Zane township,Logan County,1140,46362
39093,39,93,0,Lorain County,Lorain County,301356,305097
39093,39,93,1798,Amherst city,Lorain County,12021,305097
39093,39,93,3352,Avon city,Lorain County,21193,305097
39093,39,93,3464,Avon Lake city,Lorain County,22581,305097
39093,39,93,25256,Elyria city,Lorain County,54533,305097
39093,39,93,31150,Grafton village,Lorain County,6636,305097
39093,39,93,40544,Kipton village,Lorain County,243,305097
39093,39,93,41230,LaGrange village,Lorain County,2103,305097
39093,39,93,44856,Lorain city,Lorain County,64097,305097
39093,39,93,56966,North Ridgeville city,Lorain County,29465,305097
39093,39,93,57834,Oberlin city,Lorain County,8286,305097
39093,39,93,67762,Rochester village,Lorain County,182,305097
39093,39,93,72060,Sheffield village,Lorain County,3982,305097
39093,39,93,72088,Sheffield Lake city,Lorain County,9137,305097
39093,39,93,73040,South Amherst village,Lorain County,1688,305097
39093,39,93,79716,Vermilion city (pt.),Lorain County,5852,305097
39093,39,93,82642,Wellington village,Lorain County,4802,305097
39093,39,93,99990,Balance of Lorain County,Lorain County,54555,305097
39093,39,93,0,Amherst city,Lorain County,12021,305097
39093,39,93,1798,Amherst city,Lorain County,12021,305097
39093,39,93,0,Amherst township,Lorain County,6844,305097
39093,39,93,73040,South Amherst village (pt.),Lorain County,1116,305097
39093,39,93,99990,Balance of Amherst township,Lorain County,5728,305097
39093,39,93,0,Avon city,Lorain County,21193,305097
39093,39,93,3352,Avon city,Lorain County,21193,305097
39093,39,93,0,Avon Lake city,Lorain County,22581,305097
39093,39,93,3464,Avon Lake city,Lorain County,22581,305097
39093,39,93,0,Brighton township,Lorain County,915,305097
39093,39,93,0,Brownhelm township,Lorain County,7618,305097
39093,39,93,79716,Vermilion city (pt.),Lorain County,5852,305097
39093,39,93,99990,Balance of Brownhelm township,Lorain County,1766,305097
39093,39,93,0,Camden township,Lorain County,1667,305097
39093,39,93,40544,Kipton village,Lorain County,243,305097
39093,39,93,99990,Balance of Camden township,Lorain County,1424,305097
39093,39,93,0,Carlisle township,Lorain County,7500,305097
39093,39,93,0,Columbia township,Lorain County,7040,305097
39093,39,93,0,Eaton township,Lorain County,5750,305097
39093,39,93,0,Elyria city,Lorain County,54533,305097
39093,39,93,25256,Elyria city,Lorain County,54533,305097
39093,39,93,0,Elyria township,Lorain County,3266,305097
39093,39,93,0,Grafton village,Lorain County,6636,305097
39093,39,93,31150,Grafton village,Lorain County,6636,305097
39093,39,93,0,Grafton township,Lorain County,2833,305097
39093,39,93,0,Henrietta township,Lorain County,1861,305097
39093,39,93,0,Huntington township,Lorain County,1341,305097
39093,39,93,0,LaGrange township,Lorain County,6164,305097
39093,39,93,41230,LaGrange village,Lorain County,2103,305097
39093,39,93,99990,Balance of LaGrange township,Lorain County,4061,305097
39093,39,93,0,Lorain city,Lorain County,64097,305097
39093,39,93,44856,Lorain city,Lorain County,64097,305097
39093,39,93,0,New Russia township,Lorain County,2515,305097
39093,39,93,73040,South Amherst village (pt.),Lorain County,572,305097
39093,39,93,99990,Balance of New Russia township,Lorain County,1943,305097
39093,39,93,0,North Ridgeville city,Lorain County,29465,305097
39093,39,93,56966,North Ridgeville city,Lorain County,29465,305097
39093,39,93,0,Oberlin city,Lorain County,8286,305097
39093,39,93,57834,Oberlin city,Lorain County,8286,305097
39093,39,93,0,Penfield township,Lorain County,1789,305097
39093,39,93,0,Pittsfield township,Lorain County,1581,305097
39093,39,93,0,Rochester township,Lorain County,799,305097
39093,39,93,67762,Rochester village,Lorain County,182,305097
39093,39,93,99990,Balance of Rochester township,Lorain County,617,305097
39093,39,93,0,Sheffield village,Lorain County,3982,305097
39093,39,93,72060,Sheffield village,Lorain County,3982,305097
39093,39,93,0,Sheffield township,Lorain County,3720,305097
39093,39,93,0,Sheffield Lake city,Lorain County,9137,305097
39093,39,93,72088,Sheffield Lake city,Lorain County,9137,305097
39093,39,93,0,Wellington township,Lorain County,6222,305097
39093,39,93,82642,Wellington village,Lorain County,4802,305097
39093,39,93,99990,Balance of Wellington township,Lorain County,1420,305097
39095,39,95,0,Lucas County,Lucas County,441815,461792
39095,39,95,5732,Berkey village,Lucas County,237,461792
39095,39,95,33376,Harbor View village,Lucas County,123,461792
39095,39,95,35882,Holland village,Lucas County,1764,461792
39095,39,95,48342,Maumee city,Lucas County,14286,461792
39095,39,95,58730,Oregon city,Lucas County,20291,461792
39095,39,95,59010,Ottawa Hills village,Lucas County,4517,461792
39095,39,95,75896,Swanton village (pt.),Lucas County,110,461792
39095,39,95,76022,Sylvania city,Lucas County,18965,461792
39095,39,95,77000,Toledo city,Lucas County,287208,461792
39095,39,95,81858,Waterville city,Lucas County,5523,461792
39095,39,95,84770,Whitehouse village,Lucas County,4149,461792
39095,39,95,99990,Balance of Lucas County,Lucas County,84642,461792
39095,39,95,0,Harbor View village,Lucas County,123,461792
39095,39,95,33376,Harbor View village,Lucas County,123,461792
39095,39,95,0,Harding township,Lucas County,734,461792
39095,39,95,0,Jerusalem township,Lucas County,3109,461792
39095,39,95,0,Maumee city,Lucas County,14286,461792
39095,39,95,48342,Maumee city,Lucas County,14286,461792
39095,39,95,0,Monclova township,Lucas County,12400,461792
39095,39,95,84770,Whitehouse village (pt.),Lucas County,0,461792
39095,39,95,99990,Balance of Monclova township,Lucas County,12400,461792
39095,39,95,0,Oregon city,Lucas County,20291,461792
39095,39,95,58730,Oregon city,Lucas County,20291,461792
39095,39,95,0,Ottawa Hills village,Lucas County,4517,461792
39095,39,95,59010,Ottawa Hills village,Lucas County,4517,461792
39095,39,95,0,Providence township,Lucas County,3361,461792
39095,39,95,0,Richfield township,Lucas County,1598,461792
39095,39,95,5732,Berkey village,Lucas County,237,461792
39095,39,95,99990,Balance of Richfield township,Lucas County,1361,461792
39095,39,95,0,Roche de Boeuf township,Lucas County,A,461792
39095,39,95,81858,Waterville city (pt.),Lucas County,A,461792
39095,39,95,0,Spencer township,Lucas County,1882,461792
39095,39,95,0,Springfield township,Lucas County,26193,461792
39095,39,95,35882,Holland village,Lucas County,1764,461792
39095,39,95,99990,Balance of Springfield township,Lucas County,24429,461792
39095,39,95,0,Swanton township,Lucas County,3012,461792
39095,39,95,75896,Swanton village (pt.),Lucas County,110,461792
39095,39,95,99990,Balance of Swanton township,Lucas County,2893,461792
39095,39,95,0,Sylvania township,Lucas County,48487,461792
39095,39,95,76022,Sylvania city,Lucas County,18965,461792
39095,39,95,99990,Balance of Sylvania township,Lucas County,29522,461792
39095,39,95,0,Toledo city,Lucas County,287208,461792
39095,39,95,77000,Toledo city,Lucas County,287208,461792
39095,39,95,0,Washington township,Lucas County,3278,461792
39095,39,95,0,Waterville township,Lucas County,11336,461792
39095,39,95,81858,Waterville city (pt.),Lucas County,5523,461792
39095,39,95,84770,Whitehouse village (pt.),Lucas County,4140,461792
39095,39,95,99990,Balance of Waterville township,Lucas County,1673,461792
39097,39,97,0,Madison County,Madison County,43435,42594
39097,39,97,44674,London city,Madison County,9904,42594
39097,39,97,50008,Midway village,Madison County,322,42594
39097,39,97,53046,Mount Sterling village,Madison County,1782,42594
39097,39,97,63030,Plain City village (pt.),Madison County,3397,42594
39097,39,97,73768,South Solon village,Madison County,355,42594
39097,39,97,83580,West Jefferson village,Madison County,4222,42594
39097,39,97,99990,Balance of Madison County,Madison County,23453,42594
39097,39,97,0,Canaan township,Madison County,2567,42594
39097,39,97,0,Darby township,Madison County,4226,42594
39097,39,97,63030,Plain City village (pt.),Madison County,3397,42594
39097,39,97,99990,Balance of Darby township,Madison County,829,42594
39097,39,97,0,Deer Creek township,Madison County,933,42594
39097,39,97,83580,West Jefferson village (pt.),Madison County,0,42594
39097,39,97,99990,Balance of Deer Creek township,Madison County,933,42594
39097,39,97,0,Fairfield township,Madison County,1437,42594
39097,39,97,0,Jefferson township,Madison County,7140,42594
39097,39,97,83580,West Jefferson village (pt.),Madison County,4222,42594
39097,39,97,99990,Balance of Jefferson township,Madison County,2918,42594
39097,39,97,0,London city,Madison County,9904,42594
39097,39,97,44674,London city,Madison County,9904,42594
39097,39,97,0,Monroe township,Madison County,1719,42594
39097,39,97,0,Oak Run township,Madison County,528,42594
39097,39,97,0,Paint township,Madison County,556,42594
39097,39,97,0,Pike township,Madison County,580,42594
39097,39,97,0,Pleasant township,Madison County,3043,42594
39097,39,97,53046,Mount Sterling village,Madison County,1782,42594
39097,39,97,99990,Balance of Pleasant township,Madison County,1261,42594
39097,39,97,0,Range township,Madison County,979,42594
39097,39,97,50008,Midway village,Madison County,322,42594
39097,39,97,99990,Balance of Range township,Madison County,657,42594
39097,39,97,0,Somerford township,Madison County,2898,42594
39097,39,97,0,Stokes township,Madison County,679,42594
39097,39,97,73768,South Solon village,Madison County,355,42594
39097,39,97,99990,Balance of Stokes township,Madison County,324,42594
39097,39,97,0,Union township,Madison County,6246,42594
39099,39,99,0,Mahoning County,Mahoning County,238823,234532
39099,39,99,1420,Alliance city (pt.),Mahoning County,40,234532
39099,39,99,5410,Beloit village,Mahoning County,978,234532
39099,39,99,11066,Campbell city,Mahoning County,8235,234532
39099,39,99,11360,Canfield city,Mahoning County,7515,234532
39099,39,99,17036,Columbiana city (pt.),Mahoning County,666,234532
39099,39,99,19106,Craig Beach village,Mahoning County,1180,234532
39099,39,99,45178,Lowellville village,Mahoning County,1155,234532
39099,39,99,55118,New Middletown village,Mahoning County,1621,234532
39099,39,99,63954,Poland village,Mahoning County,2555,234532
39099,39,99,69834,Salem city (pt.),Mahoning County,4,234532
39099,39,99,71220,Sebring village,Mahoning County,4420,234532
39099,39,99,75126,Struthers city,Mahoning County,10713,234532
39099,39,99,81732,Washingtonville village (pt.),Mahoning County,348,234532
39099,39,99,88000,Youngstown city (pt.),Mahoning County,66971,234532
39099,39,99,99990,Balance of Mahoning County,Mahoning County,132422,234532
39099,39,99,0,Austintown township,Mahoning County,36722,234532
39099,39,99,0,Beaver township,Mahoning County,6711,234532
39099,39,99,17036,Columbiana city (pt.),Mahoning County,A,234532
39099,39,99,99990,Balance of Beaver township,Mahoning County,A,234532
39099,39,99,0,Berlin township,Mahoning County,2122,234532
39099,39,99,0,Boardman township,Mahoning County,40889,234532
39099,39,99,63954,Poland village (pt.),Mahoning County,7,234532
39099,39,99,99990,Balance of Boardman township,Mahoning County,40882,234532
39099,39,99,0,Campbell city,Mahoning County,8235,234532
39099,39,99,11066,Campbell city,Mahoning County,8235,234532
39099,39,99,0,Canfield township,Mahoning County,16164,234532
39099,39,99,11360,Canfield city,Mahoning County,7515,234532
39099,39,99,99990,Balance of Canfield township,Mahoning County,8649,234532
39099,39,99,0,Coitsville township,Mahoning County,1392,234532
39099,39,99,0,Ellsworth township,Mahoning County,2217,234532
39099,39,99,0,Fairfield township,Mahoning County,A,234532
39099,39,99,17036,Columbiana city (pt.),Mahoning County,A,234532
39099,39,99,0,Goshen township,Mahoning County,3243,234532
39099,39,99,0,Green township,Mahoning County,3532,234532
39099,39,99,81732,Washingtonville village (pt.),Mahoning County,348,234532
39099,39,99,99990,Balance of Green township,Mahoning County,3184,234532
39099,39,99,0,Jackson township,Mahoning County,2114,234532
39099,39,99,0,Lowellville village,Mahoning County,1155,234532
39099,39,99,45178,Lowellville village,Mahoning County,1155,234532
39099,39,99,0,Milton township,Mahoning County,3759,234532
39099,39,99,19106,Craig Beach village,Mahoning County,1180,234532
39099,39,99,99990,Balance of Milton township,Mahoning County,2579,234532
39099,39,99,0,New Middletown village,Mahoning County,1621,234532
39099,39,99,55118,New Middletown village,Mahoning County,1621,234532
39099,39,99,0,Perry township,Mahoning County,A,234532
39099,39,99,69834,Salem city (pt.),Mahoning County,A,234532
39099,39,99,0,Poland township,Mahoning County,14960,234532
39099,39,99,63954,Poland village (pt.),Mahoning County,2548,234532
39099,39,99,99990,Balance of Poland township,Mahoning County,12412,234532
39099,39,99,0,Sebring village,Mahoning County,4420,234532
39099,39,99,71220,Sebring village,Mahoning County,4420,234532
39099,39,99,0,Smith township,Mahoning County,4510,234532
39099,39,99,1420,Alliance city (pt.),Mahoning County,40,234532
39099,39,99,5410,Beloit village,Mahoning County,978,234532
39099,39,99,99990,Balance of Smith township,Mahoning County,3492,234532
39099,39,99,0,Springfield township,Mahoning County,6703,234532
39099,39,99,0,Struthers city,Mahoning County,10713,234532
39099,39,99,75126,Struthers city,Mahoning County,10713,234532
39099,39,99,0,Youngstown city,Mahoning County,66971,234532
39099,39,99,88000,Youngstown city (pt.),Mahoning County,66971,234532
39101,39,101,0,Marion County,Marion County,66501,65442
39101,39,101,10954,Caledonia village,Marion County,577,65442
39101,39,101,31948,Green Camp village,Marion County,374,65442
39101,39,101,41902,La Rue village,Marion County,747,65442
39101,39,101,47754,Marion city,Marion County,36837,65442
39101,39,101,52276,Morral village,Marion County,399,65442
39101,39,101,54152,New Bloomington village,Marion County,515,65442
39101,39,101,64780,Prospect village,Marion County,1112,65442
39101,39,101,80500,Waldo village,Marion County,338,65442
39101,39,101,99990,Balance of Marion County,Marion County,25602,65442
39101,39,101,0,Big Island township,Marion County,1205,65442
39101,39,101,0,Bowling Green township,Marion County,650,65442
39101,39,101,0,Claridon township,Marion County,2742,65442
39101,39,101,10954,Caledonia village,Marion County,577,65442
39101,39,101,99990,Balance of Claridon township,Marion County,2165,65442
39101,39,101,0,Grand township,Marion County,391,65442
39101,39,101,0,Grand Prairie township,Marion County,1590,65442
39101,39,101,0,Green Camp township,Marion County,1179,65442
39101,39,101,31948,Green Camp village,Marion County,374,65442
39101,39,101,99990,Balance of Green Camp township,Marion County,805,65442
39101,39,101,0,Marion township,Marion County,44749,65442
39101,39,101,47754,Marion city,Marion County,36837,65442
39101,39,101,99990,Balance of Marion township,Marion County,7912,65442
39101,39,101,0,Montgomery township,Marion County,2330,65442
39101,39,101,41902,La Rue village,Marion County,747,65442
39101,39,101,54152,New Bloomington village,Marion County,515,65442
39101,39,101,99990,Balance of Montgomery township,Marion County,1068,65442
39101,39,101,0,Pleasant township,Marion County,4773,65442
39101,39,101,0,Prospect township,Marion County,2089,65442
39101,39,101,64780,Prospect village,Marion County,1112,65442
39101,39,101,99990,Balance of Prospect township,Marion County,977,65442
39101,39,101,0,Richland township,Marion County,1635,65442
39101,39,101,0,Salt Rock township,Marion County,673,65442
39101,39,101,52276,Morral village,Marion County,399,65442
39101,39,101,99990,Balance of Salt Rock township,Marion County,274,65442
39101,39,101,0,Scott township,Marion County,498,65442
39101,39,101,0,Tully township,Marion County,854,65442
39101,39,101,0,Waldo township,Marion County,1143,65442
39101,39,101,80500,Waldo village,Marion County,338,65442
39101,39,101,99990,Balance of Waldo township,Marion County,805,65442
39103,39,103,0,Medina County,Medina County,172332,174326
39103,39,103,9680,Brunswick city,Medina County,34255,174326
39103,39,103,14254,Chippewa Lake village,Medina County,711,174326
39103,39,103,19344,Creston village (pt.),Medina County,99,174326
39103,39,103,30660,Gloria Glens Park village,Medina County,425,174326
39103,39,103,44604,Lodi village,Medina County,2746,174326
39103,39,103,48790,Medina city,Medina County,26678,174326
39103,39,103,67356,Rittman city (pt.),Medina County,115,174326
39103,39,103,71486,Seville village,Medina County,2296,174326
39103,39,103,73992,Spencer village,Medina County,753,174326
39103,39,103,80304,Wadsworth city,Medina County,21567,174326
39103,39,103,83468,Westfield Center village,Medina County,1115,174326
39103,39,103,99990,Balance of Medina County,Medina County,81572,174326
39103,39,103,0,Brunswick city,Medina County,34255,174326
39103,39,103,9680,Brunswick city,Medina County,34255,174326
39103,39,103,0,Brunswick Hills township,Medina County,9898,174326
39103,39,103,0,Canaan township,Medina County,A,174326
39103,39,103,19344,Creston village (pt.),Medina County,A,174326
39103,39,103,0,Chatham township,Medina County,2265,174326
39103,39,103,0,Chippewa Lake village,Medina County,711,174326
39103,39,103,14254,Chippewa Lake village,Medina County,711,174326
39103,39,103,0,Gloria Glens Park village,Medina County,425,174326
39103,39,103,30660,Gloria Glens Park village,Medina County,425,174326
39103,39,103,0,Granger township,Medina County,4445,174326
39103,39,103,0,Guilford township,Medina County,3203,174326
39103,39,103,71486,Seville village (pt.),Medina County,A,174326
39103,39,103,99990,Balance of Guilford township,Medina County,A,174326
39103,39,103,0,Harrisville township,Medina County,1836,174326
39103,39,103,0,Hinckley township,Medina County,7646,174326
39103,39,103,0,Homer township,Medina County,1462,174326
39103,39,103,0,Lafayette township,Medina County,5580,174326
39103,39,103,48790,Medina city (pt.),Medina County,4,174326
39103,39,103,99990,Balance of Lafayette township,Medina County,5576,174326
39103,39,103,0,Litchfield township,Medina County,3250,174326
39103,39,103,0,Liverpool township,Medina County,5127,174326
39103,39,103,0,Lodi village,Medina County,2746,174326
39103,39,103,44604,Lodi village,Medina County,2746,174326
39103,39,103,0,Medina township,Medina County,8537,174326
39103,39,103,0,Medina City township,Medina County,A,174326
39103,39,103,48790,Medina city (pt.),Medina County,A,174326
39103,39,103,0,Montville township,Medina County,11185,174326
39103,39,103,0,Rittman city,Medina County,115,174326
39103,39,103,67356,Rittman city (pt.),Medina County,115,174326
39103,39,103,0,Seville Village township,Medina County,2296,174326
39103,39,103,71486,Seville village (pt.),Medina County,2296,174326
39103,39,103,0,Sharon township,Medina County,5111,174326
39103,39,103,0,Spencer village,Medina County,753,174326
39103,39,103,73992,Spencer village,Medina County,753,174326
39103,39,103,0,Spencer township,Medina County,1942,174326
39103,39,103,0,Wadsworth city,Medina County,21567,174326
39103,39,103,80304,Wadsworth city,Medina County,21567,174326
39103,39,103,0,Wadsworth township,Medina County,4191,174326
39103,39,103,0,Westfield township,Medina County,2482,174326
